spec_code,Species,stock_code,MaxLengthTL_estimate,Troph_estimate,seTroph_estimate,a_estimate,sd_log10a_estimate,b_estimate,sd_b_estimate,K_estimate,ComDepthMin_estimate,ComDepthMax_estimate,DepthMin_estimate,DepthMax_estimate,PredPreyRatioMin_estimate,PredPreyRatioMax_estimate,TempPrefMin_estimate,TempPrefMean_estimate,TempPrefMax_estimate,FeedingPath_estimate,MaxLengthSL_estimate,to_matrix,mean_temp_matrix,Life_span_matrix,Generation_time_matrix,tm_matrix,E_matrix,Resilience_matrix,QB_matrix,BodyShapeI_morphdat,OperculumPresent_morphdat,LLinterrupted_morphdat,Notched_morphdat,DorsalSoftRaysMin_morphdat,DorsalSoftRaysMax_morphdat,Genus_species,FBname_species,Fresh_species,Brack_species,Saltwater_species,DemersPelag_species,AirBreathing_species,Vulnerability_species,PriceCateg_species,Dangerous_species,Electrogenic_species,PD50_species
223,Kajikia audax,237,420,4.5,0.7300000190734863,0.005495409946888685,0.1340000033378601,3.1500000953674316,0.0877000018954277,0.41999998688697815,22,95,0,200,3.57273901462961,31.1867268214554,14.6,25.9,28.3,pelagic,344.3999938964844,-0.20042613320179317,22.866666793823242,6.617760181427002,2.7617499828338623,1.2389500141143799,0.5,High; decline threshold 0.99,2.3,elongated,0,FALSE,0,42,48,Kajikia,Striped marlin,0,0,1,pelagic-oceanic,WaterAssumed,43.55,very high,harmless,no special ability,0.7505000233650208
225,Callionymus filamentosus,239,20,3.2699999809265137,0.38999998569488525,0.01148150023072958,0.10899999737739563,2.740000009536743,0.06989999860525131,0.3700000047683716,5,100,2,350,7.73772138600302,138.001162433042,17.9,24,27.9,benthic,14.270000457763672,-0.49,17,7.599999904632568,2.841949939727783,2.0999999046325684,0.5,High; decline threshold 0.99,8.4,elongated,0,FALSE,0,9,9,Callionymus,Blotchfin dragonet,0,0,1,demersal,WaterAssumed,30.09,unknown,harmless,no special ability,0.5
226,Xiphias gladius,240,505.04998779296875,4.53000020980835,0.17100000381469727,0.0038018899504095316,0.1940000057220459,3.140000104904175,0.10999999940395355,0.12999999523162842,0,550,0,2878,3.50305033551924,30.0494871173568,10.9,22.7,27.6,pelagic,448.6099853515625,-0.776518820961909,25,24.223499298095703,8.57052993774414,4.516270160675049,0.5,Low; decline threshold 0.85,5.7,elongated,0,FALSE,0,38,56,Xiphias,Swordfish,0,0,1,pelagic-oceanic,WaterAssumed,71.62,very high,harmless,no special ability,1.5
227,Megalops cyprinoides,241,150,3.4800000190734863,0.13099999725818634,0.0074130999855697155,0.07289999723434448,3.069999933242798,0.04780000075697899,0.12999999523162842,6,26,1,50,1.83943909395049,22.9952455060206,19.8,24.4,27.6,pelagic,108.75,-0.84,25,22.200000762939453,7.402949810028076,4.5,0.5,Low; decline threshold 0.85,3.3,elongated,-1,FALSE,0,16,21,Megalops,Indo-Pacific tarpon,1,1,1,benthopelagic,Obligate,69.21,low,harmless,no special ability,1.0019999742507935
261,Lutjanus fulviflamma,275,50,3.7899999618530273,0.28999999165534973,0.015488199889659882,0.026799999177455902,2.9700000286102295,0.011699999682605267,0.25999999046325684,6,20,3,35,6.0581584108045,66.4833409667388,24.7,28.1,29.1,benthic,42.0099983215332,-0.35,24,8.221429824829102,2.4818201065063477,2,0.5,High; decline threshold 0.99,0,fusiform / normal,-1,FALSE,0,12,14,Lutjanus,Dory snapper,0,1,1,reef-associated,WaterAssumed,33.74,high,reports of ciguatera poisoning,no special ability,0.5
262,Lutjanus fulvus,276,40,3.609999895095825,0.46000000834465027,0.015488199889659882,0.027400000020861626,2.9700000286102295,0.011900000274181366,0.15000000596046448,9,41,1,80,6.45852691381489,82.0617735495616,24.6,28,29,benthic,33.43000030517578,-0.3889399241431887,24,6.4292402267456055,1.7496800422668457,1.6880600452423096,0.5,High; decline threshold 0.99,8.9,fusiform / normal,-1,FALSE,0,14,14,Lutjanus,Blacktail snapper,1,1,1,reef-associated,WaterAssumed,29.2,high,reports of ciguatera poisoning,no special ability,0.5
265,Lutjanus gibbus,279,63.04999923706055,4.119999885559082,0.26899999380111694,0.015488199889659882,0.02199999988079071,2.9700000286102295,0.01119999960064888,0.3499999940395355,17,73,1,150,5.69871188760973,48.4109621909167,24.5,28,29.1,benthic,49.869998931884766,-0.3719634398322435,28,7.128039836883545,2.0687899589538574,1.7290699481964111,0.5,High; decline threshold 0.99,7.9,fusiform / normal,-1,FALSE,0,13,14,Lutjanus,Humpback red snapper,0,0,1,reef-associated,WaterAssumed,32.95,high,reports of ciguatera poisoning,no special ability,0.5
298,Muraenesox cinereus,312,220,4.380000114440918,0.6700000166893005,0.004365160129964352,0.210999995470047,3.059999942779541,0.11100000143051147,0.1899999976158142,99,300,0,800,3.36152013728359,79.0750530871146,11.6,17.4,23.2,pelagic,215.27999877929688,-0.6003877103361916,17,15.18910026550293,5.223420143127441,3.1578800678253174,0.5,Medium; decline threshold 0.95,4,eel-like,0,FALSE,0,54.58953560525697,72.57421182495527,Muraenesox,Daggertooth pike conger,1,1,1,demersal,WaterAssumed,61.77,very high,harmless,no special ability,0.625
370,Exyrias belissimus,384,18.299999237060547,2.7899999618530273,0.30000001192092896,0.007244360167533159,0.1340000033378601,3.049999952316284,0.08020000159740448,0.41999998688697815,4,16,1,30,13.5241356218052,557.33257168369,26.2,28.6,29.3,benthic,15,-0.47,25,6.699999809265137,2.575350046157837,1.899999976158142,0.5,High; decline threshold 0.99,49.3,fusiform / normal,-1,FALSE,0,10,12,Exyrias,Mud reef-goby,0,0,1,reef-associated,WaterAssumed,30.38,very high,harmless,no special ability,0.5311999917030334
374,Decapterus russelli,388,45,3.680000066757202,0.3700000047683716,0.010715199634432793,0.029100000858306885,2.9700000286102295,0.01360000018030405,0.7300000190734863,66,151,40,275,6.08882695685086,75.2205338608996,16.8,23.2,27.4,pelagic,36.900001525878906,-0.24345785243445545,25,4.168310165405273,1.1625800132751465,1.096750020980835,0.5,High; decline threshold 0.99,10.1,fusiform / normal,-1,FALSE,0,28,31,Decapterus,Indian scad,0,0,1,benthopelagic,WaterAssumed,24.16,low,harmless,no special ability,0.5005000233650208
